Timestamp,Status_Low_Byte,Status_High_Byte,Status_16bit,Checksum,Altitude
2025-07-08 17:37:05.632,0,0,0,170,-5799.4287109375
2025-07-08 17:37:05.720,0,0,0,170,-5831.64697265625
2025-07-08 17:37:05.801,1,0,1,171,-5862.150390625
2025-07-08 17:37:05.908,1,0,1,171,-5891.57666015625
2025-07-08 17:37:06.096,1,0,1,171,-5951.22998046875
2025-07-08 17:37:06.187,1,0,1,171,-5977.4775390625
2025-07-08 17:37:06.307,1,0,1,171,-25.97572135925293
2025-07-08 17:37:06.384,1,0,1,171,-9.33032512664795
2025-07-08 17:37:06.492,1,0,1,171,-0.7580751180648804
2025-07-08 17:37:06.587,1,0,1,171,6.314382076263428
2025-07-08 17:37:06.697,1,0,1,171,14.66583251953125
2025-07-08 17:37:06.813,1,0,1,171,22.20712661743164
2025-07-08 17:37:07.003,1,0,1,171,39.14307403564453
2025-07-08 17:37:07.090,1,0,1,171,45.898109436035156
2025-07-08 17:37:07.200,1,0,1,171,53.07463455200195
2025-07-08 17:37:07.296,1,0,1,171,60.81084060668945
2025-07-08 17:37:07.389,1,0,1,171,68.2381820678711
2025-07-08 17:37:07.501,1,0,1,171,72.25326538085938
2025-07-08 17:37:07.603,1,0,1,171,80.2056884765625
2025-07-08 17:37:07.705,1,0,1,171,88.21897888183594
2025-07-08 17:37:08.006,1,0,1,171,115.66291809082031
2025-07-08 17:37:08.092,1,0,1,171,121.44668579101562
2025-07-08 17:37:08.201,1,0,1,171,127.26165008544922
2025-07-08 17:37:08.302,1,0,1,171,133.97186279296875
2025-07-08 17:37:08.402,1,0,1,171,142.25753784179688
2025-07-08 17:37:08.502,1,0,1,171,140.7361297607422
2025-07-08 17:37:08.586,1,0,1,171,140.2737274169922
2025-07-08 17:37:08.693,1,0,1,171,140.12911987304688
2025-07-08 17:37:08.905,1,0,1,171,153.12738037109375
2025-07-08 17:37:09.003,1,0,1,171,152.2383270263672
2025-07-08 17:37:09.102,1,0,1,171,152.7826385498047
2025-07-08 17:37:09.201,1,0,1,171,154.54579162597656
2025-07-08 17:37:09.311,1,0,1,171,156.75576782226562
2025-07-08 17:37:09.488,1,0,1,171,163.44424438476562
2025-07-08 17:37:09.589,1,0,1,171,168.5904083251953
2025-07-08 17:37:09.800,1,0,1,171,188.32925415039062
2025-07-08 17:37:09.888,3,0,3,173,194.49510192871094
2025-07-08 17:37:09.988,3,0,3,173,200.77224731445312
2025-07-08 17:37:10.109,3,0,3,173,208.79042053222656
2025-07-08 17:37:10.185,3,0,3,173,217.8365478515625
2025-07-08 17:37:10.300,3,0,3,173,227.99981689453125
2025-07-08 17:37:10.516,3,0,3,173,250.46139526367188
2025-07-08 17:37:10.697,3,0,3,173,278.0322570800781
2025-07-08 17:37:10.903,3,0,3,173,300.55462646484375
2025-07-08 17:37:10.999,3,0,3,173,313.7523498535156
