Timestamp,Status_Low_Byte,Status_High_Byte,Status_16bit,Checksum,Altitude
2025-07-09 15:37:54.474,0,0,0,170,0.14016371965408325
2025-07-09 15:37:54.582,0,0,0,170,0.4870711863040924
2025-07-09 15:37:54.684,1,0,1,171,1.5263574123382568
2025-07-09 15:37:54.876,1,0,1,171,4.110753059387207
2025-07-09 15:37:54.976,1,0,1,171,7.132727146148682
2025-07-09 15:37:55.083,1,0,1,171,10.507246017456055
2025-07-09 15:37:55.175,1,0,1,171,13.863469123840332
2025-07-09 15:37:55.284,1,0,1,171,17.2437801361084
2025-07-09 15:37:55.382,1,0,1,171,20.813947677612305
2025-07-09 15:37:55.482,1,0,1,171,24.29435920715332
2025-07-09 15:37:55.580,1,0,1,171,28.75581169128418
2025-07-09 15:37:55.776,1,0,1,171,39.52595901489258
2025-07-09 15:37:55.885,1,0,1,171,44.46921920776367
2025-07-09 15:37:55.986,1,0,1,171,49.57331848144531
2025-07-09 15:37:56.075,1,0,1,171,54.75178909301758
2025-07-09 15:37:56.181,1,0,1,171,60.330810546875
2025-07-09 15:37:56.284,1,0,1,171,66.24166107177734
2025-07-09 15:37:56.382,1,0,1,171,69.7852783203125
2025-07-09 15:37:56.577,1,0,1,171,86.75355529785156
2025-07-09 15:37:56.676,1,0,1,171,93.11538696289062
2025-07-09 15:37:56.777,1,0,1,171,99.7415542602539
2025-07-09 15:37:56.874,1,0,1,171,106.86074829101562
2025-07-09 15:37:56.980,1,0,1,171,113.61039733886719
2025-07-09 15:37:57.084,1,0,1,171,121.21410369873047
2025-07-09 15:37:57.182,1,0,1,171,128.993408203125
2025-07-09 15:37:57.383,1,0,1,171,151.11927795410156
2025-07-09 15:37:57.484,1,0,1,171,150.7979278564453
2025-07-09 15:37:57.579,1,0,1,171,151.35525512695312
2025-07-09 15:37:57.686,1,0,1,171,153.0552215576172
2025-07-09 15:37:57.782,1,0,1,171,155.0550994873047
2025-07-09 15:37:57.883,1,0,1,171,157.53489685058594
2025-07-09 15:37:57.974,1,0,1,171,160.87521362304688
2025-07-09 15:37:58.082,1,0,1,171,165.06813049316406
2025-07-09 15:37:58.276,1,0,1,171,183.37384033203125
2025-07-09 15:37:58.379,1,0,1,171,186.23074340820312
2025-07-09 15:37:58.480,1,0,1,171,189.9072265625
2025-07-09 15:37:58.581,1,0,1,171,194.5492706298828
2025-07-09 15:37:58.680,3,0,3,173,200.3200225830078
2025-07-09 15:37:58.781,3,0,3,173,207.4833984375
2025-07-09 15:37:58.876,3,0,3,173,214.9282684326172
2025-07-09 15:37:58.976,3,0,3,173,223.31141662597656
2025-07-09 15:37:59.178,3,0,3,173,248.31761169433594
2025-07-09 15:37:59.278,3,0,3,173,256.92889404296875
2025-07-09 15:37:59.384,3,0,3,173,267.1131896972656
2025-07-09 15:37:59.480,3,0,3,173,275.93145751953125
2025-07-09 15:37:59.579,3,0,3,173,286.16754150390625
2025-07-09 15:37:59.677,3,0,3,173,296.7481384277344
2025-07-09 15:37:59.778,3,0,3,173,308.89093017578125
2025-07-09 15:37:59.874,3,0,3,173,321.98834228515625
2025-07-09 15:38:00.082,3,0,3,173,354.1214294433594
2025-07-09 15:38:00.180,3,0,3,173,366.9914245605469
2025-07-09 15:38:00.281,3,0,3,173,380.96746826171875
2025-07-09 15:38:00.376,3,0,3,173,396.1854553222656
2025-07-09 15:38:00.483,3,0,3,173,412.6488037109375
2025-07-09 15:38:00.578,3,0,3,173,429.48211669921875
2025-07-09 15:38:00.685,3,0,3,173,444.804931640625
2025-07-09 15:38:00.781,3,0,3,173,461.0999450683594
2025-07-09 15:38:00.979,3,0,3,173,497.8970947265625
2025-07-09 15:38:01.086,3,0,3,173,514.5977783203125
2025-07-09 15:38:01.186,3,0,3,173,531.3820190429688
2025-07-09 15:38:01.283,3,0,3,173,549.2615966796875
2025-07-09 15:38:01.382,3,0,3,173,567.6060180664062
2025-07-09 15:38:01.482,3,0,3,173,586.2872314453125
2025-07-09 15:38:01.577,3,0,3,173,606.2584838867188
2025-07-09 15:38:01.685,3,0,3,173,627.0216064453125
2025-07-09 15:38:01.881,3,0,3,173,666.8172607421875
2025-07-09 15:38:01.983,3,0,3,173,682.677001953125
2025-07-09 15:38:02.079,3,0,3,173,699.2225341796875
2025-07-09 15:38:02.179,3,0,3,173,719.802490234375
2025-07-09 15:38:02.281,3,0,3,173,740.69091796875
2025-07-09 15:38:02.379,3,0,3,173,760.6112670898438
2025-07-09 15:38:02.481,3,0,3,173,780.8955688476562
2025-07-09 15:38:02.582,3,0,3,173,801.3944091796875
2025-07-09 15:38:02.779,3,0,3,173,842.80517578125
2025-07-09 15:38:02.881,3,0,3,173,861.6580810546875
2025-07-09 15:38:02.980,3,0,3,173,879.6163940429688
2025-07-09 15:38:03.080,3,0,3,173,897.5552978515625
2025-07-09 15:38:03.177,3,0,3,173,913.7935180664062
2025-07-09 15:38:03.278,3,0,3,173,932.7442626953125
2025-07-09 15:38:03.385,3,0,3,173,953.01806640625
2025-07-09 15:38:03.486,3,0,3,173,973.11767578125
2025-07-09 15:38:03.679,3,0,3,173,1009.9425659179688
2025-07-09 15:38:03.779,3,0,3,173,1028.8719482421875
2025-07-09 15:38:03.875,3,0,3,173,1048.5150146484375
2025-07-09 15:38:03.980,3,0,3,173,1069.114501953125
2025-07-09 15:38:04.076,3,0,3,173,1089.4495849609375
2025-07-09 15:38:04.181,3,0,3,173,1110.359130859375
2025-07-09 15:38:04.277,3,0,3,173,1131.4771728515625
2025-07-09 15:38:04.374,3,0,3,173,1150.4520263671875
2025-07-09 15:38:04.586,3,0,3,173,1185.738525390625
2025-07-09 15:38:04.676,3,0,3,173,1203.94677734375
2025-07-09 15:38:04.775,3,0,3,173,1222.7099609375
2025-07-09 15:38:04.881,3,0,3,173,1242.104248046875
2025-07-09 15:38:04.981,3,0,3,173,1261.9210205078125
2025-07-09 15:38:05.078,3,0,3,173,1281.96923828125
2025-07-09 15:38:05.186,3,0,3,173,1302.962158203125
2025-07-09 15:38:05.380,3,0,3,173,1337.83642578125
2025-07-09 15:38:05.481,3,0,3,173,1357.48876953125
2025-07-09 15:38:05.583,3,0,3,173,1377.6290283203125
2025-07-09 15:38:05.680,3,0,3,173,1395.6451416015625
2025-07-09 15:38:05.778,3,0,3,173,1414.5203857421875
2025-07-09 15:38:05.885,3,0,3,173,1433.199462890625
2025-07-09 15:38:05.983,3,0,3,173,1452.2584228515625
2025-07-09 15:38:06.184,3,0,3,173,1485.159912109375
