Time_Seconds,Altitude_Meters,Event_Type,Event_Message
0.140,0.00,,
0.244,0.00,,
0.380,0.01,,
0.495,0.02,,
0.605,0.06,,
0.717,0.13,,
0.824,0.24,,
0.935,0.39,,
1.042,0.57,,
1.155,0.79,,
1.262,10.42,,
1.372,10.42,,
1.481,13.31,,
1.588,16.54,,
1.698,20.10,,
1.818,24.00,,
1.938,28.22,,
2.048,3.28,,
2.159,37.64,,
2.271,42.84,,
2.384,48.35,,
2.489,54.20,,
2.592,54.20,,
2.698,60.34,,
2.811,70.15,,
2.915,86.24,,
3.025,11.35,,
3.134,16.00,,
3.239,21.72,,
3.350,28.18,,
3.458,35.50,,
3.565,43.70,,
3.671,52.75,,
3.775,52.75,,
3.880,62.65,,
3.988,73.38,,
4.090,84.91,,
4.198,97.23,,
4.308,110.32,,
4.417,124.17,,
4.523,138.79,,
4.636,154.17,,
4.743,170.29,,
4.853,187.15,,
4.960,187.15,,
5.068,204.74,,
5.175,223.04,,
5.280,242.05,,
5.385,261.74,,
5.491,282.10,,
5.619,303.12,,
5.731,324.76,,
5.838,347.02,,
5.946,366.34,,
6.057,389.67,,
6.166,389.67,,

Event_Log,,,
Time_Seconds,Status_16bit,Event_Description,Altitude_At_Event
