Time_Seconds,Altitude_Meters,Event_Type,Event_Message
0.119,0.00,,
0.223,0.00,,
0.353,0.01,,
0.461,0.02,,
0.566,0.06,,
0.675,0.13,,
0.782,0.24,,
0.895,0.39,,
1.007,0.57,,
1.119,0.79,,
1.225,10.42,,
1.332,10.42,,
1.441,13.31,,
1.544,16.54,,
1.652,20.10,,
1.761,24.00,,
1.871,28.22,,
1.977,3.28,,
2.082,37.64,,
2.189,42.84,,
2.300,48.35,,
2.408,54.20,,
2.509,54.20,,
2.622,60.34,,
2.731,70.15,,
2.842,86.24,,
2.951,11.35,,
3.054,16.00,,
3.160,21.72,,
3.266,28.18,,
3.372,35.50,,
3.479,43.70,,
3.590,52.75,,
3.692,52.75,,
3.800,62.65,,
3.908,73.38,,
4.015,84.91,,
4.123,97.23,,
4.236,110.32,,
4.352,124.17,,
4.458,138.79,,
4.563,154.17,,
4.670,170.29,,
4.779,187.15,,
4.891,187.15,,
4.999,204.74,,
5.109,223.04,,
5.219,242.05,,
5.333,261.74,,
5.453,282.10,,
5.576,303.12,,
5.707,324.76,,
5.847,347.02,,
6.001,366.34,,
6.149,389.67,,
6.283,389.67,,
6.428,413.57,,
6.572,438.01,,
6.708,462.97,,
6.848,488.38,,
7.005,514.20,,
7.135,535.91,,
7.268,560.47,,
7.408,587.16,,
7.550,608.29,,
7.688,627.25,,
7.823,627.25,,
7.962,654.54,,
8.109,681.97,,
8.246,706.25,,

Event_Log,,,
Time_Seconds,Status_16bit,Event_Description,Altitude_At_Event
