Timestamp,Status_Low_Byte,Status_High_Byte,Status_16bit,Checksum
2025-08-29 12:41:17.971,3,0,3,173
2025-08-29 12:41:18.098,3,0,3,173
2025-08-29 12:41:18.298,3,0,3,173
2025-08-29 12:41:18.379,3,0,3,173
2025-08-29 12:41:18.515,3,0,3,173
2025-08-29 12:41:18.673,3,0,3,173
2025-08-29 12:41:18.791,3,0,3,173
2025-08-29 12:41:18.993,3,0,3,173
2025-08-29 12:41:19.072,3,0,3,173
2025-08-29 12:41:19.214,3,0,3,173
2025-08-29 12:41:19.372,3,0,3,173
2025-08-29 12:41:19.496,3,0,3,173
2025-08-29 12:41:19.670,3,0,3,173
2025-08-29 12:41:19.806,3,0,3,173
2025-08-29 12:41:19.970,3,0,3,173
2025-08-29 12:41:20.112,3,0,3,173
2025-08-29 12:41:20.276,3,0,3,173
2025-08-29 12:41:20.417,3,0,3,173
2025-08-29 12:41:20.571,3,0,3,173
2025-08-29 12:41:20.706,3,0,3,173
2025-08-29 12:41:20.879,3,0,3,173
2025-08-29 12:41:20.990,3,0,3,173
2025-08-29 12:41:21.176,3,0,3,173
2025-08-29 12:41:21.302,3,0,3,173
2025-08-29 12:41:21.478,3,0,3,173
2025-08-29 12:41:21.609,3,0,3,173
2025-08-29 12:41:21.779,3,0,3,173
2025-08-29 12:41:21.978,3,0,3,173
2025-08-29 12:41:22.098,3,0,3,173
2025-08-29 12:41:22.281,3,0,3,173
2025-08-29 12:41:22.407,3,0,3,173
2025-08-29 12:41:22.574,3,0,3,173
2025-08-29 12:41:22.714,3,0,3,173
2025-08-29 12:41:22.876,3,0,3,173
2025-08-29 12:41:23.034,3,0,3,173
2025-08-29 12:41:23.193,3,0,3,173
2025-08-29 12:41:23.376,3,0,3,173
2025-08-29 12:41:23.493,3,0,3,173
2025-08-29 12:41:23.689,3,0,3,173
2025-08-29 12:41:23.787,3,0,3,173
2025-08-29 12:41:23.990,3,0,3,173
2025-08-29 12:41:24.069,3,0,3,173
2025-08-29 12:41:24.219,3,0,3,173
2025-08-29 12:41:24.370,3,0,3,173
2025-08-29 12:41:24.501,3,0,3,173
2025-08-29 12:41:24.678,3,0,3,173
2025-08-29 12:41:24.792,7,0,7,177
2025-08-29 12:41:25.000,7,0,7,177
2025-08-29 12:41:25.083,7,0,7,177
2025-08-29 12:41:25.284,7,0,7,177
2025-08-29 12:41:25.379,7,0,7,177
2025-08-29 12:41:25.509,7,0,7,177
2025-08-29 12:41:25.686,7,0,7,177
2025-08-29 12:41:25.781,7,0,7,177
2025-08-29 12:41:25.980,7,0,7,177
2025-08-29 12:41:26.077,7,0,7,177
2025-08-29 12:41:26.194,7,0,7,177
2025-08-29 12:41:26.389,7,0,7,177
2025-08-29 12:41:26.495,7,0,7,177
2025-08-29 12:41:26.678,7,0,7,177
2025-08-29 12:41:26.882,7,0,7,177
2025-08-29 12:41:27.071,7,0,7,177
2025-08-29 12:41:27.236,7,0,7,177
2025-08-29 12:41:27.388,7,0,7,177
2025-08-29 12:41:27.601,7,0,7,177
2025-08-29 12:41:27.692,7,0,7,177
2025-08-29 12:41:27.909,7,0,7,177
2025-08-29 12:41:27.997,7,0,7,177
2025-08-29 12:41:28.176,7,0,7,177
2025-08-29 12:41:28.309,7,0,7,177
2025-08-29 12:41:28.470,7,0,7,177
2025-08-29 12:41:28.624,7,0,7,177
2025-08-29 12:41:28.772,7,0,7,177
2025-08-29 12:41:28.919,7,0,7,177
2025-08-29 12:41:29.072,7,0,7,177
2025-08-29 12:41:29.214,7,0,7,177
2025-08-29 12:41:29.449,7,0,7,177
2025-08-29 12:41:29.595,7,0,7,177
2025-08-29 12:41:29.807,7,0,7,177
2025-08-29 12:41:29.879,7,0,7,177
2025-08-29 12:41:30.108,7,0,7,177
2025-08-29 12:41:30.199,7,0,7,177
2025-08-29 12:41:30.368,7,0,7,177
2025-08-29 12:41:30.499,7,0,7,177
2025-08-29 12:41:30.688,7,0,7,177
2025-08-29 12:41:30.785,7,0,7,177
2025-08-29 12:41:30.990,7,0,7,177
2025-08-29 12:41:31.075,7,0,7,177
2025-08-29 12:41:31.285,7,0,7,177
2025-08-29 12:41:31.379,7,0,7,177
2025-08-29 12:41:31.582,7,0,7,177
2025-08-29 12:41:31.768,7,0,7,177
2025-08-29 12:41:31.962,7,0,7,177
2025-08-29 12:41:32.154,7,0,7,177
2025-08-29 12:41:32.347,7,0,7,177
2025-08-29 12:41:32.535,7,0,7,177
2025-08-29 12:41:32.673,7,0,7,177
2025-08-29 12:41:32.880,7,0,7,177
2025-08-29 12:41:33.074,7,0,7,177
2025-08-29 12:41:33.282,7,0,7,177
2025-08-29 12:41:33.470,7,0,7,177
2025-08-29 12:41:33.681,7,0,7,177
2025-08-29 12:41:33.876,7,0,7,177
2025-08-29 12:41:34.069,7,0,7,177
2025-08-29 12:41:34.279,7,0,7,177
2025-08-29 12:41:34.473,7,0,7,177
2025-08-29 12:41:34.682,7,0,7,177
2025-08-29 12:41:34.871,7,0,7,177
2025-08-29 12:41:35.070,7,0,7,177
2025-08-29 12:41:35.281,7,0,7,177
2025-08-29 12:41:35.484,7,0,7,177
2025-08-29 12:41:35.771,7,0,7,177
2025-08-29 12:41:35.972,7,0,7,177
2025-08-29 12:41:36.172,7,0,7,177
2025-08-29 12:41:36.374,7,0,7,177
2025-08-29 12:41:36.569,7,0,7,177
2025-08-29 12:41:36.780,7,0,7,177
2025-08-29 12:41:36.970,7,0,7,177
2025-08-29 12:41:37.078,7,0,7,177
2025-08-29 12:41:37.291,7,0,7,177
2025-08-29 12:41:37.397,7,0,7,177
2025-08-29 12:41:37.574,7,0,7,177
2025-08-29 12:41:37.877,7,0,7,177
2025-08-29 12:41:38.075,7,0,7,177
2025-08-29 12:41:38.270,7,0,7,177
2025-08-29 12:41:38.471,7,0,7,177
2025-08-29 12:41:38.771,7,0,7,177
2025-08-29 12:41:38.972,7,0,7,177
2025-08-29 12:41:39.177,7,0,7,177
2025-08-29 12:41:39.371,7,0,7,177
2025-08-29 12:41:39.577,7,0,7,177
2025-08-29 12:41:39.779,7,0,7,177
2025-08-29 12:41:39.976,7,0,7,177
2025-08-29 12:41:40.184,7,0,7,177
2025-08-29 12:41:40.471,7,0,7,177
2025-08-29 12:41:40.670,7,0,7,177
2025-08-29 12:41:40.878,7,0,7,177
2025-08-29 12:41:41.073,7,0,7,177
2025-08-29 12:41:41.269,7,0,7,177
2025-08-29 12:41:41.476,7,0,7,177
2025-08-29 12:41:41.669,7,0,7,177
2025-08-29 12:41:41.874,7,0,7,177
2025-08-29 12:41:42.070,7,0,7,177
2025-08-29 12:41:42.217,7,0,7,177
2025-08-29 12:41:42.384,7,0,7,177
2025-08-29 12:41:42.514,7,0,7,177
2025-08-29 12:41:42.668,7,0,7,177
2025-08-29 12:41:42.806,7,0,7,177
2025-08-29 12:41:42.975,7,0,7,177
2025-08-29 12:41:43.106,7,0,7,177
2025-08-29 12:41:43.276,7,0,7,177
2025-08-29 12:41:43.401,7,0,7,177
2025-08-29 12:41:43.574,7,0,7,177
2025-08-29 12:41:43.697,7,0,7,177
2025-08-29 12:41:43.881,7,0,7,177
2025-08-29 12:41:44.015,7,0,7,177
2025-08-29 12:41:44.170,7,0,7,177
2025-08-29 12:41:44.381,7,0,7,177
2025-08-29 12:41:44.496,7,0,7,177
2025-08-29 12:41:44.702,7,0,7,177
2025-08-29 12:41:44.797,7,0,7,177
2025-08-29 12:41:44.975,7,0,7,177
2025-08-29 12:41:45.104,7,0,7,177
2025-08-29 12:41:45.278,7,0,7,177
2025-08-29 12:41:45.422,7,0,7,177
2025-08-29 12:41:45.592,7,0,7,177
2025-08-29 12:41:45.781,7,0,7,177
2025-08-29 12:41:45.904,7,0,7,177
2025-08-29 12:41:46.079,7,0,7,177
2025-08-29 12:41:46.192,7,0,7,177
2025-08-29 12:41:46.384,7,0,7,177
2025-08-29 12:41:46.491,7,0,7,177
2025-08-29 12:41:46.670,7,0,7,177
2025-08-29 12:41:46.796,7,0,7,177
2025-08-29 12:41:46.985,7,0,7,177
2025-08-29 12:41:47.092,7,0,7,177
2025-08-29 12:41:47.269,7,0,7,177
2025-08-29 12:41:47.404,7,0,7,177
2025-08-29 12:41:47.575,7,0,7,177
2025-08-29 12:41:47.705,7,0,7,177
2025-08-29 12:41:47.871,7,0,7,177
2025-08-29 12:41:48.007,7,0,7,177
2025-08-29 12:41:48.171,7,0,7,177
2025-08-29 12:41:48.304,7,0,7,177
2025-08-29 12:41:48.481,7,0,7,177
2025-08-29 12:41:48.610,7,0,7,177
2025-08-29 12:41:48.789,7,0,7,177
2025-08-29 12:41:48.925,7,0,7,177
2025-08-29 12:41:49.081,7,0,7,177
2025-08-29 12:41:49.273,7,0,7,177
2025-08-29 12:41:49.375,7,0,7,177
2025-08-29 12:41:49.533,7,0,7,177
2025-08-29 12:41:49.701,7,0,7,177
2025-08-29 12:41:49.876,7,0,7,177
2025-08-29 12:41:50.023,7,0,7,177
2025-08-29 12:41:50.175,7,0,7,177
2025-08-29 12:41:50.332,7,0,7,177
2025-08-29 12:41:50.469,7,0,7,177
2025-08-29 12:41:50.693,7,0,7,177
2025-08-29 12:41:50.778,7,0,7,177
2025-08-29 12:41:50.984,7,0,7,177
2025-08-29 12:41:51.089,7,0,7,177
2025-08-29 12:41:51.288,7,0,7,177
2025-08-29 12:41:51.384,7,0,7,177
2025-08-29 12:41:51.577,7,0,7,177
2025-08-29 12:41:51.689,7,0,7,177
2025-08-29 12:41:51.902,7,0,7,177
2025-08-29 12:41:51.993,7,0,7,177
2025-08-29 12:41:52.177,7,0,7,177
2025-08-29 12:41:52.321,7,0,7,177
2025-08-29 12:41:52.487,7,0,7,177
2025-08-29 12:41:52.646,15,0,15,185
2025-08-29 12:41:52.822,15,0,15,185
2025-08-29 12:41:52.984,15,0,15,185
2025-08-29 12:41:53.136,15,0,15,185
2025-08-29 12:41:53.292,15,0,15,185
2025-08-29 12:41:53.485,63,0,63,233
2025-08-29 12:41:53.595,63,0,63,233
2025-08-29 12:41:53.785,63,0,63,233
2025-08-29 12:41:53.893,63,0,63,233
2025-08-29 12:41:54.112,63,0,63,233
2025-08-29 12:41:54.213,63,0,63,233
2025-08-29 12:41:54.379,63,0,63,233
2025-08-29 12:41:54.512,63,0,63,233
2025-08-29 12:41:54.670,63,0,63,233
2025-08-29 12:41:54.814,63,0,63,233
2025-08-29 12:41:54.979,63,0,63,233
2025-08-29 12:41:55.112,63,0,63,233
2025-08-29 12:41:55.270,63,0,63,233
2025-08-29 12:41:55.401,63,0,63,233
