Timestamp,Status_Low_Byte,Status_High_Byte,Status_16bit,Checksum
2025-07-02 17:25:36.879,3,0,3,173
2025-07-02 17:25:36.984,3,0,3,173
2025-07-02 17:25:37.079,3,0,3,173
2025-07-02 17:25:37.191,3,0,3,173
2025-07-02 17:25:37.384,3,0,3,173
2025-07-02 17:25:37.479,3,0,3,173
2025-07-02 17:25:37.594,3,0,3,173
2025-07-02 17:25:37.692,3,0,3,173
2025-07-02 17:25:37.784,3,0,3,173
2025-07-02 17:25:37.890,3,0,3,173
2025-07-02 17:25:37.984,3,0,3,173
2025-07-02 17:25:38.092,3,0,3,173
2025-07-02 17:25:38.188,3,0,3,173
2025-07-02 17:25:38.299,3,0,3,173
2025-07-02 17:25:38.396,3,0,3,173
2025-07-02 17:25:38.593,3,0,3,173
2025-07-02 17:25:38.687,3,0,3,173
2025-07-02 17:25:38.791,3,0,3,173
2025-07-02 17:25:38.893,3,0,3,173
2025-07-02 17:25:38.988,3,0,3,173
2025-07-02 17:25:39.092,3,0,3,173
2025-07-02 17:25:39.197,3,0,3,173
2025-07-02 17:25:39.289,3,0,3,173
2025-07-02 17:25:39.393,3,0,3,173
2025-07-02 17:25:39.498,3,0,3,173
2025-07-02 17:25:39.593,3,0,3,173
2025-07-02 17:25:39.795,3,0,3,173
2025-07-02 17:25:39.892,3,0,3,173
2025-07-02 17:25:40.002,3,0,3,173
2025-07-02 17:25:40.098,3,0,3,173
2025-07-02 17:25:40.193,3,0,3,173
2025-07-02 17:25:40.297,3,0,3,173
2025-07-02 17:25:40.392,3,0,3,173
2025-07-02 17:25:40.498,3,0,3,173
2025-07-02 17:25:40.593,3,0,3,173
2025-07-02 17:25:40.704,3,0,3,173
2025-07-02 17:25:40.918,3,0,3,173
2025-07-02 17:25:41.002,3,0,3,173
2025-07-02 17:25:41.097,7,0,7,177
2025-07-02 17:25:41.201,7,0,7,177
2025-07-02 17:25:41.313,7,0,7,177
2025-07-02 17:25:41.397,7,0,7,177
2025-07-02 17:25:41.502,7,0,7,177
2025-07-02 17:25:41.601,7,0,7,177
2025-07-02 17:25:41.701,7,0,7,177
2025-07-02 17:25:41.803,7,0,7,177
2025-07-02 17:25:41.900,7,0,7,177
2025-07-02 17:25:42.012,7,0,7,177
2025-07-02 17:25:42.216,7,0,7,177
2025-07-02 17:25:42.310,7,0,7,177
2025-07-02 17:25:42.405,7,0,7,177
2025-07-02 17:25:42.512,7,0,7,177
2025-07-02 17:25:42.611,7,0,7,177
2025-07-02 17:25:42.711,7,0,7,177
2025-07-02 17:25:42.805,7,0,7,177
2025-07-02 17:25:42.911,7,0,7,177
2025-07-02 17:25:43.016,7,0,7,177
2025-07-02 17:25:43.110,7,0,7,177
2025-07-02 17:25:43.220,7,0,7,177
2025-07-02 17:25:43.422,7,0,7,177
2025-07-02 17:25:43.514,7,0,7,177
2025-07-02 17:25:43.614,7,0,7,177
2025-07-02 17:25:43.713,7,0,7,177
2025-07-02 17:25:43.813,7,0,7,177
2025-07-02 17:25:43.917,7,0,7,177
2025-07-02 17:25:44.011,7,0,7,177
2025-07-02 17:25:44.115,7,0,7,177
2025-07-02 17:25:44.219,7,0,7,177
2025-07-02 17:25:44.312,7,0,7,177
2025-07-02 17:25:44.416,7,0,7,177
2025-07-02 17:25:44.611,7,0,7,177
2025-07-02 17:25:44.721,7,0,7,177
2025-07-02 17:25:44.815,7,0,7,177
2025-07-02 17:25:44.920,7,0,7,177
2025-07-02 17:25:45.025,7,0,7,177
2025-07-02 17:25:45.119,7,0,7,177
2025-07-02 17:25:45.219,7,0,7,177
2025-07-02 17:25:45.329,7,0,7,177
2025-07-02 17:25:45.424,7,0,7,177
2025-07-02 17:25:45.525,7,0,7,177
2025-07-02 17:25:45.627,7,0,7,177
2025-07-02 17:25:45.831,7,0,7,177
2025-07-02 17:25:45.925,7,0,7,177
2025-07-02 17:25:46.030,7,0,7,177
2025-07-02 17:25:46.124,7,0,7,177
2025-07-02 17:25:46.229,7,0,7,177
2025-07-02 17:25:46.329,7,0,7,177
2025-07-02 17:25:46.424,7,0,7,177
2025-07-02 17:25:46.528,7,0,7,177
2025-07-02 17:25:46.628,7,0,7,177
2025-07-02 17:25:46.733,7,0,7,177
2025-07-02 17:25:46.829,7,0,7,177
2025-07-02 17:25:47.031,7,0,7,177
2025-07-02 17:25:47.124,7,0,7,177
2025-07-02 17:25:47.228,7,0,7,177
2025-07-02 17:25:47.333,7,0,7,177
2025-07-02 17:25:47.428,7,0,7,177
2025-07-02 17:25:47.532,7,0,7,177
2025-07-02 17:25:47.640,7,0,7,177
2025-07-02 17:25:47.735,7,0,7,177
2025-07-02 17:25:47.829,7,0,7,177
2025-07-02 17:25:47.933,7,0,7,177
2025-07-02 17:25:48.042,7,0,7,177
2025-07-02 17:25:48.254,7,0,7,177
2025-07-02 17:25:48.337,7,0,7,177
2025-07-02 17:25:48.446,7,0,7,177
2025-07-02 17:25:48.541,7,0,7,177
2025-07-02 17:25:48.641,7,0,7,177
2025-07-02 17:25:48.734,7,0,7,177
2025-07-02 17:25:48.838,7,0,7,177
2025-07-02 17:25:48.944,7,0,7,177
2025-07-02 17:25:49.039,7,0,7,177
2025-07-02 17:25:49.143,7,0,7,177
2025-07-02 17:25:49.245,7,0,7,177
2025-07-02 17:25:49.442,7,0,7,177
2025-07-02 17:25:49.547,7,0,7,177
2025-07-02 17:25:49.642,7,0,7,177
2025-07-02 17:25:49.747,7,0,7,177
2025-07-02 17:25:49.851,7,0,7,177
2025-07-02 17:25:49.952,7,0,7,177
2025-07-02 17:25:50.050,7,0,7,177
2025-07-02 17:25:50.150,7,0,7,177
2025-07-02 17:25:50.248,7,0,7,177
2025-07-02 17:25:50.354,7,0,7,177
