Time_Seconds,Altitude_Meters,Event_Type,Event_Message
0.115,0.00,,
0.219,0.00,,
0.338,0.01,,
0.441,0.02,,
0.557,0.06,,
0.658,0.13,,
0.759,0.24,,
0.861,0.39,,
0.962,0.57,,
1.063,0.79,,
1.164,10.42,,
1.266,10.42,,
1.368,13.31,,
1.470,16.54,,
1.580,20.10,,
1.688,24.00,,
1.798,28.22,,
1.901,3.28,,
2.016,37.64,,
2.126,42.84,,
2.233,48.35,,
2.334,54.20,,
2.436,54.20,,
2.537,60.34,,
2.639,70.15,,
2.741,86.24,,
2.846,11.35,,
2.947,16.00,,
3.055,21.72,,

Event_Log,,,
Time_Seconds,Status_16bit,Event_Description,Altitude_At_Event
