Time_Seconds,Altitude_Meters,Event_Type,Event_Message
0.109,0.00,,
0.215,0.00,,
0.318,0.01,,
0.419,0.02,,
0.520,0.06,,
0.625,0.13,,
0.730,0.24,,
0.832,0.39,,
0.933,0.57,,
1.034,0.79,,
1.135,10.42,,
1.241,10.42,,
1.351,13.31,,
1.456,16.54,,
1.569,20.10,,
1.679,24.00,,
1.787,28.22,,
1.890,3.28,,
1.997,37.64,,
2.109,42.84,,
2.222,48.35,,
2.327,54.20,,
2.437,54.20,,
2.545,60.34,,
2.654,70.15,,
2.768,86.24,,
2.876,11.35,,
2.983,16.00,,
3.092,21.72,,
3.204,28.18,,
3.309,35.50,,
3.413,43.70,,
3.530,52.75,,
3.637,52.75,,
3.740,62.65,,
3.843,73.38,,
3.950,84.91,,
4.066,97.23,,
4.173,110.32,,
4.291,124.17,,
4.399,138.79,,
4.509,154.17,,
4.611,170.29,,
4.715,187.15,,
4.825,187.15,,
4.927,204.74,,
5.028,223.04,,
5.130,242.05,,
5.233,261.74,,
5.341,282.10,,
5.448,303.12,,
5.553,324.76,,
5.666,347.02,,
5.774,366.34,,
5.884,389.67,,
5.993,389.67,,
6.103,413.57,,
6.206,438.01,,
6.307,462.97,,
6.417,488.38,,
6.524,514.20,,
6.636,535.91,,
6.749,560.47,,
6.860,587.16,,
6.968,608.29,,
7.080,627.25,,

Event_Log,,,
Time_Seconds,Status_16bit,Event_Description,Altitude_At_Event
