Time_Seconds,Altitude_Meters,Event_Type,Event_Message
0.127,0.00,,
0.231,0.00,,
0.341,0.01,,
0.443,0.02,,
0.543,0.06,,
0.644,0.13,,
0.745,0.24,,
0.846,0.39,,
0.951,0.57,,
1.061,0.79,,
1.165,10.42,,
1.275,10.42,,
1.382,13.31,,
1.491,16.54,,
1.602,20.10,,
1.713,24.00,,
1.821,28.22,,
1.923,3.28,,
2.026,37.64,,
2.126,42.84,,
2.234,48.35,,
2.335,54.20,,
2.436,54.20,,
2.537,60.34,,
2.639,70.15,,
2.741,86.24,,
2.844,11.35,,
2.958,16.00,,
3.074,21.72,,
3.187,28.18,,
3.289,35.50,,
3.390,43.70,,
3.492,52.75,,
3.594,52.75,,
3.697,62.65,,
3.798,73.38,,
3.901,84.91,,
4.007,97.23,,
4.108,110.32,,
4.216,124.17,,
4.318,138.79,,
4.420,154.17,,
4.524,170.29,,
4.629,187.15,,
4.734,187.15,,
4.843,204.74,,
4.957,223.04,,
5.073,242.05,,
5.190,261.74,,
5.304,282.10,,
5.417,303.12,,
5.518,324.76,,
5.620,347.02,,
5.720,366.34,,
5.822,389.67,,
5.923,389.67,,
6.026,413.57,,
6.127,438.01,,
6.229,462.97,,
6.331,488.38,,
6.438,514.20,,
6.547,535.91,,
6.662,560.47,,
6.767,587.16,,
6.868,608.29,,
6.971,627.25,,
7.074,627.25,,
7.175,654.54,,
7.279,681.97,,
7.384,706.25,,
7.486,733.86,,
7.589,761.51,,
7.693,789.19,,
7.797,816.89,,
7.903,844.57,,
8.004,872.23,,
8.105,899.84,,
8.210,899.84,,
8.330,927.38,,
8.432,954.83,,
8.538,982.16,,
8.650,1009.40,,
8.755,1036.40,,
8.863,1063.30,,
8.972,1090.00,,
9.082,1116.50,,
9.193,1142.90,,
9.301,1169.10,,
9.412,1169.10,,

Event_Log,,,
Time_Seconds,Status_16bit,Event_Description,Altitude_At_Event
