Time_Seconds,Altitude_Meters,Event_Type,Event_Message
0.147,0.00,,
0.249,0.00,,
0.397,0.01,,
0.524,0.02,,
0.647,0.06,,
0.767,0.13,,
0.876,0.24,,
0.987,0.39,,
1.099,0.57,,
1.210,0.79,,
1.315,10.42,,
1.429,10.42,,
1.539,13.31,,
1.648,16.54,,
1.764,20.10,,
1.877,24.00,,
1.989,28.22,,
2.101,3.28,,
2.213,37.64,,
2.321,42.84,,
2.430,48.35,,
2.537,54.20,,
2.644,54.20,,
2.753,60.34,,
2.858,70.15,,
2.963,86.24,,
3.076,11.35,,
3.185,16.00,,
3.296,21.72,,
3.406,28.18,,
3.518,35.50,,
3.624,43.70,,
3.734,52.75,,
3.844,52.75,,
3.952,62.65,,
4.061,73.38,,
4.175,84.91,,
4.283,97.23,,
4.398,110.32,,
4.502,124.17,,
4.607,138.79,,
4.712,154.17,,
4.822,170.29,,
4.933,187.15,,
5.045,187.15,,
5.156,204.74,,
5.267,223.04,,
5.376,242.05,,
5.481,261.74,,
5.590,282.10,,
5.694,303.12,,
5.800,324.76,,
5.909,347.02,,
6.022,366.34,,
6.134,389.67,,
6.250,389.67,,
6.360,413.57,,
6.479,438.01,,
6.590,462.97,,
6.696,488.38,,
6.802,514.20,,
6.919,535.91,,
7.023,560.47,,

Event_Log,,,
Time_Seconds,Status_16bit,Event_Description,Altitude_At_Event
