Timestamp,Status_Low_Byte,Status_High_Byte,Status_16bit,Checksum,Altitude
2025-07-09 13:06:34.170,0,0,0,170,-4542.62744140625
2025-07-09 13:06:34.369,0,0,0,170,-4607.98486328125
2025-07-09 13:06:34.475,1,0,1,171,-4637.982421875
2025-07-09 13:06:34.571,1,0,1,171,-4666.87255859375
2025-07-09 13:06:34.668,1,0,1,171,-4694.2861328125
2025-07-09 13:06:34.775,1,0,1,171,-4720.31982421875
2025-07-09 13:06:34.868,1,0,1,171,-30.98763656616211
2025-07-09 13:06:34.970,1,0,1,171,-11.97354793548584
2025-07-09 13:06:35.168,1,0,1,171,2.605600118637085
2025-07-09 13:06:35.274,1,0,1,171,8.742775917053223
2025-07-09 13:06:35.373,1,0,1,171,16.661556243896484
2025-07-09 13:06:35.473,1,0,1,171,24.045244216918945
2025-07-09 13:06:35.572,1,0,1,171,31.599075317382812
2025-07-09 13:06:35.669,1,0,1,171,39.65797424316406
2025-07-09 13:06:35.773,1,0,1,171,47.59217071533203
2025-07-09 13:06:35.875,1,0,1,171,55.5944938659668
2025-07-09 13:06:35.973,1,0,1,171,63.756229400634766
2025-07-09 13:06:36.168,1,0,1,171,80.20345306396484
2025-07-09 13:06:36.273,1,0,1,171,87.90751647949219
2025-07-09 13:06:36.372,1,0,1,171,95.35514831542969
2025-07-09 13:06:36.476,1,0,1,171,102.81255340576172
2025-07-09 13:06:36.566,1,0,1,171,110.4168472290039
2025-07-09 13:06:36.669,1,0,1,171,117.42350006103516
2025-07-09 13:06:36.770,1,0,1,171,124.72421264648438
2025-07-09 13:06:36.976,1,0,1,171,146.60659790039062
2025-07-09 13:06:37.077,1,0,1,171,153.57542419433594
2025-07-09 13:06:37.168,1,0,1,171,150.68641662597656
2025-07-09 13:06:37.275,1,0,1,171,148.875
2025-07-09 13:06:37.371,1,0,1,171,148.01296997070312
2025-07-09 13:06:37.467,1,0,1,171,147.97308349609375
2025-07-09 13:06:37.573,1,0,1,171,149.42247009277344
2025-07-09 13:06:37.671,1,0,1,171,151.2010498046875
2025-07-09 13:06:37.767,1,0,1,171,154.05935668945312
2025-07-09 13:06:37.968,1,0,1,171,169.7039031982422
2025-07-09 13:06:38.069,1,0,1,171,171.30508422851562
2025-07-09 13:06:38.170,1,0,1,171,174.60923767089844
2025-07-09 13:06:38.271,1,0,1,171,178.68629455566406
2025-07-09 13:06:38.371,1,0,1,171,183.84873962402344
2025-07-09 13:06:38.467,1,0,1,171,190.19700622558594
2025-07-09 13:06:38.568,3,0,3,173,197.82064819335938
2025-07-09 13:06:38.666,3,0,3,173,206.37477111816406
2025-07-09 13:06:38.876,3,0,3,173,231.58102416992188
2025-07-09 13:06:38.968,3,0,3,173,240.37840270996094
2025-07-09 13:06:39.069,3,0,3,173,250.56741333007812
2025-07-09 13:06:39.169,3,0,3,173,259.89990234375
2025-07-09 13:06:39.266,3,0,3,173,270.41632080078125
2025-07-09 13:06:39.372,3,0,3,173,282.2205505371094
2025-07-09 13:06:39.468,3,0,3,173,295.58282470703125
2025-07-09 13:06:39.574,3,0,3,173,309.3868713378906
2025-07-09 13:06:39.774,3,0,3,173,341.3318176269531
2025-07-09 13:06:39.872,3,0,3,173,355.07452392578125
2025-07-09 13:06:39.968,3,0,3,173,370.1060485839844
2025-07-09 13:06:40.067,3,0,3,173,386.1690979003906
2025-07-09 13:06:40.169,3,0,3,173,403.4523010253906
2025-07-09 13:06:40.267,3,0,3,173,420.89654541015625
2025-07-09 13:06:40.376,3,0,3,173,436.96881103515625
2025-07-09 13:06:40.471,3,0,3,173,453.99652099609375
2025-07-09 13:06:40.569,3,0,3,173,472.0666809082031
2025-07-09 13:06:40.772,3,0,3,173,511.5086364746094
2025-07-09 13:06:40.872,3,0,3,173,528.7376098632812
2025-07-09 13:06:40.969,3,0,3,173,546.8491821289062
2025-07-09 13:06:41.075,3,0,3,173,565.627197265625
