Time_Seconds,Altitude_Meters,Event_Type,Event_Message
0.116,0.00,,
0.218,0.00,,
0.328,0.01,,
0.434,0.02,,
0.536,0.06,,
0.638,0.13,,
0.741,0.24,,
0.845,0.39,,
0.947,0.57,,
1.050,0.79,,
1.151,10.42,,
1.255,10.42,,
1.355,13.31,,
1.463,16.54,,
1.593,20.10,,
1.695,24.00,,
1.799,28.22,,
1.903,3.28,,
2.005,37.64,,
2.106,42.84,,
2.208,48.35,,
2.310,54.20,,
2.411,54.20,,
2.513,60.34,,

Event_Log,,,
Time_Seconds,Status_16bit,Event_Description,Altitude_At_Event
0.127,0x0001,Roket kalkışı algılandı,0.00
1.037,0x0003,Motor yanma önlem süresi doldu,0.79
