Time_Seconds,Altitude_Meters,Event_Type,Event_Message
0.111,-207.61,,
0.211,73.12,,
0.326,-50.86,,
0.504,-323.95,,
0.608,-150.24,,
0.725,-300.46,,
0.827,-154.92,,
0.929,187.50,,
1.036,-132.97,,
1.138,-131.40,,
1.248,86.13,,
1.362,-17.41,,
1.465,79.01,,
1.581,91.74,,
1.687,136.54,,
1.796,272.04,,
1.909,-176.05,,
2.035,240.26,,
2.139,390.72,,
2.240,34.63,,
2.351,174.76,,
2.539,-3.41,,
2.650,172.29,,
2.762,401.16,,
2.868,34.07,,
2.981,647.83,,
3.103,251.55,,
3.204,234.61,,
3.305,423.34,,
3.405,740.32,,
3.518,540.61,,
3.625,426.93,,
3.735,182.12,,
3.851,444.34,,
3.958,338.07,,
4.080,279.69,,
4.189,533.69,,
4.307,669.14,,
4.421,1110.89,,
4.522,860.87,,
4.625,585.10,,
4.726,487.25,,
4.827,433.09,,
4.928,954.07,,
5.029,1067.95,,
5.130,705.66,,
5.231,856.48,,
5.342,803.48,,
5.449,787.46,,
5.559,944.16,,
5.673,813.75,,
5.785,975.19,,
5.892,1034.93,,
6.017,1029.81,,
6.139,585.93,,
6.240,755.22,,
6.341,1180.37,,
6.442,1086.92,,
6.548,1124.78,,
6.670,767.15,,
6.834,1127.75,,
7.002,747.41,,
7.156,1264.47,,
7.321,955.94,,
7.487,1144.23,,
7.669,1471.24,,
7.845,1345.01,,
8.013,1454.93,,
8.190,1154.11,,
8.374,933.60,,
8.562,1478.05,,
8.732,1465.74,,
8.896,1707.78,,
9.063,1413.20,,
9.228,1656.63,,
9.385,1784.12,,
9.567,1687.22,,
9.732,1447.31,,
9.898,1298.65,,
10.046,1344.76,,
10.195,2146.65,,
10.355,1871.55,,
10.501,1514.85,,
10.650,1659.39,,
10.804,1598.78,,
10.958,1456.58,,
11.144,1685.18,,
11.317,1781.38,,
11.501,1764.93,,
11.656,1518.03,,
11.816,2004.92,,
11.969,1605.65,,
12.127,1602.56,,
12.277,1680.37,,
12.431,1684.73,,
12.597,1684.26,,
12.785,2009.52,,
12.974,1606.74,,
13.127,1696.49,,
13.282,2083.80,,
13.462,2128.26,,
13.684,2038.63,,
13.876,1894.68,,
14.047,2242.97,,
14.213,1959.26,,
14.369,2055.23,,
14.546,1861.09,,
14.756,1937.41,,
15.002,2154.71,,
15.240,2313.20,,
15.504,2251.52,,
15.694,2149.29,,
15.873,1914.68,,
16.052,2230.92,,
16.229,2212.34,,
16.404,2332.15,,
16.577,-4673.91,,
16.736,2220.97,,
16.908,2167.51,,
17.077,2307.28,,
17.238,2111.71,,
17.402,2240.48,,
17.569,2177.17,,
17.734,2152.70,,
17.895,2294.39,,
18.065,2255.26,,
18.231,2379.59,,
18.436,2254.08,,
18.618,1962.33,,
18.787,2627.40,,
18.953,2516.88,,
19.120,2317.89,,
19.271,2578.66,,
19.438,2605.00,,
19.602,2521.24,,
19.768,2129.08,,
19.941,2506.32,,
20.132,2697.73,,
20.317,2266.92,,
20.528,2715.53,,
20.726,2846.03,,
20.912,2351.10,,
21.081,2664.85,,
21.248,2328.27,,
21.409,2950.61,,
21.575,2303.41,,
21.764,2685.98,,
21.930,2430.20,,
22.090,3165.13,,
22.248,2823.70,,
22.419,2749.46,,
22.597,2549.90,,
22.784,2714.01,,
22.975,2440.68,,
23.153,2777.62,,
23.330,2754.06,,
23.520,2458.76,,
23.821,3044.16,,
24.029,2674.43,,
24.222,2686.71,,
24.403,2773.88,,
24.566,2517.39,,
24.730,2553.10,,
24.904,3135.89,,
25.133,2596.88,,
25.323,3103.91,,
25.501,2736.96,,
25.688,3454.70,,
25.896,3006.03,,
26.081,2711.69,,
26.325,3002.71,,
26.529,2845.18,,
26.704,3071.63,,
26.873,2738.07,,
27.043,2595.48,,
27.217,3098.05,,
27.388,2886.79,,
27.551,2616.41,,
27.737,3087.28,,
27.930,2811.52,,
28.168,3168.14,,
28.382,3019.69,,
28.586,2938.93,,
28.823,2942.85,,
29.058,2982.81,,
29.244,9968.33,,
29.410,2687.83,,
29.570,2914.07,,
29.742,3021.53,,
29.894,2849.16,,
30.062,2829.40,,
30.235,3053.52,,
30.396,2586.36,,
30.566,3122.77,,
30.719,3126.87,,
30.880,3350.44,,
31.031,3347.61,,
31.191,2785.93,,
31.352,3063.99,,
31.510,3374.63,,
31.678,3010.80,,
31.831,2908.38,,
31.997,2921.31,,
32.165,2992.60,,
32.333,2842.87,,
32.512,3383.20,,
32.692,3739.36,,
32.853,2852.94,,
33.012,3359.18,,
33.173,3263.63,,
33.336,3474.96,,
33.493,3163.55,,
33.658,2849.72,,
33.839,3100.99,,
34.028,2986.27,,
34.197,2693.09,,
34.366,2875.03,,
34.531,3480.08,,
34.708,3284.08,,
34.883,3062.09,,
35.074,3382.04,,
35.247,3446.08,,
35.424,3303.91,,
35.595,3291.64,,
35.765,3249.11,,
35.936,3301.32,,
36.102,2855.51,,
36.268,3042.08,,
36.435,3466.41,,
36.604,3355.08,,
36.777,2861.52,,
36.951,3367.47,,
37.133,3668.83,,
37.296,3467.39,,
37.462,3043.00,,
37.629,3584.12,,
37.795,3462.92,,
37.961,3185.73,,
38.135,2919.65,,
38.310,3447.19,,
38.482,3460.31,,
38.666,3085.20,,
38.847,3336.66,,
39.032,3382.04,,
39.200,3206.43,,
39.366,2583.50,,
39.534,3202.94,,
39.704,3248.19,,
